item,itemLabel,image,article,utgivelsesdato
"http://www.wikidata.org/entity/Q1469533","OpenArena","http://commons.wikimedia.org/wiki/Special:FilePath/OpenArena-Gargoyle.jpg","https://en.wikipedia.org/wiki/OpenArena","2010-02-23T00:00:00Z"
"http://www.wikidata.org/entity/Q3047547","Edge","http://commons.wikimedia.org/wiki/Special:FilePath/Edge%20%28video%20game%29%20iPhone%20screenshot%2001.jpg","https://en.wikipedia.org/wiki/Edge_(video_game)","2010-02-09T00:00:00Z"
"http://www.wikidata.org/entity/Q7623890","Strimko","http://commons.wikimedia.org/wiki/Special:FilePath/Strimko%20opjefte%20mei%20oplossing.jpg","https://en.wikipedia.org/wiki/Strimko","2010-02-01T00:00:00Z"
"http://www.wikidata.org/entity/Q1448954","MegaGlest","http://commons.wikimedia.org/wiki/Special:FilePath/Screenshot%20of%20MegaGlest%20Gameplay.jpg","https://en.wikipedia.org/wiki/MegaGlest","2010-01-06T00:00:00Z"
"http://www.wikidata.org/entity/Q124326113","The Scale of the Universe","http://commons.wikimedia.org/wiki/Special:FilePath/HTwins%20-%20Scale%20of%20the%20Universe%20TITLE%20SCREEN.png","https://en.wikipedia.org/wiki/The_Scale_of_the_Universe","2010-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q5775293","History of Biology","http://commons.wikimedia.org/wiki/Special:FilePath/History%20of%20Biology.jpg","https://en.wikipedia.org/wiki/History_of_Biology_(video_game)","2010-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q104012385","eCrew Development Program","http://commons.wikimedia.org/wiki/Special:FilePath/McDonalds%20Japan%20Nintendo%20DS%20eCDP%20cartridge.png","https://no.wikipedia.org/wiki/ECrew_Development_Program","2010-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q6984345","NearGlobal","http://commons.wikimedia.org/wiki/Special:FilePath/Nearlondonscreenshot.jpg","https://en.wikipedia.org/wiki/NearGlobal","2009-12-07T00:00:00Z"
"http://www.wikidata.org/entity/Q2301093","UltraStar","http://commons.wikimedia.org/wiki/Special:FilePath/Ultrastar%20082%20pre-alpha%2001.jpg","https://en.wikipedia.org/wiki/UltraStar","2009-11-29T00:00:00Z"
"http://www.wikidata.org/entity/Q1108806","King Arthur: The Role-Playing Wargame","http://commons.wikimedia.org/wiki/Special:FilePath/King%20Arthur%20The%20Role-playing%20Wargame%20cover%20art.jpg","https://en.wikipedia.org/wiki/King_Arthur:_The_Role-Playing_Wargame","2009-11-25T00:00:00Z"
"http://www.wikidata.org/entity/Q1753628","Call of Duty: Zombies","http://commons.wikimedia.org/wiki/Special:FilePath/CallofDutyLogo.svg","https://no.wikipedia.org/wiki/Call_of_Duty:_Zombies","2009-11-16T00:00:00Z"
"http://www.wikidata.org/entity/Q16267357","Lunar: Silver Star Harmony","http://commons.wikimedia.org/wiki/Special:FilePath/GungHo%20Works%20booth%2C%20Tokyo%20Game%20Show%2020090927.jpg","https://en.wikipedia.org/wiki/Lunar:_Silver_Star_Harmony","2009-11-12T00:00:00Z"
"http://www.wikidata.org/entity/Q5184978","Cricket Revolution","http://commons.wikimedia.org/wiki/Special:FilePath/CR%27s%20Packshot.jpg","https://en.wikipedia.org/wiki/Cricket_Revolution","2009-10-29T00:00:00Z"
"http://www.wikidata.org/entity/Q3141653","OpenCity","http://commons.wikimedia.org/wiki/Special:FilePath/OpenCity-0.0.5-mainstatusbar.jpg","https://en.wikipedia.org/wiki/OpenCity","2009-10-22T00:00:00Z"
"http://www.wikidata.org/entity/Q2569492","Rock Band 2","http://commons.wikimedia.org/wiki/Special:FilePath/RockBand2PAX.jpg","https://en.wikipedia.org/wiki/Rock_Band_2","2009-10-09T00:00:00Z"
"http://www.wikidata.org/entity/Q788762","S.T.A.L.K.E.R.: Call of Pripyat","http://commons.wikimedia.org/wiki/Special:FilePath/S.T.A.L.K.E.R.-%20Call%20of%20Pripyat%2C%20DirectX%2011%20screenshot.jpg","https://en.wikipedia.org/wiki/S.T.A.L.K.E.R.:_Call_of_Pripyat","2009-10-02T00:00:00Z"
"http://www.wikidata.org/entity/Q1815902","The Whispered World","http://commons.wikimedia.org/wiki/Special:FilePath/The%20Whispered%20World%20screenshot%20006.jpg","https://en.wikipedia.org/wiki/The_Whispered_World","2009-08-28T00:00:00Z"
"http://www.wikidata.org/entity/Q117859","Trine","http://commons.wikimedia.org/wiki/Special:FilePath/Trine%20-%20Wizard%20Lift.jpg","https://en.wikipedia.org/wiki/Trine_(video_game)","2009-07-03T00:00:00Z"
"http://www.wikidata.org/entity/Q130887","Killing Floor","http://commons.wikimedia.org/wiki/Special:FilePath/Killing%20Floor%20Biohazard1.jpg","https://en.wikipedia.org/wiki/Killing_Floor_(video_game)","2009-05-14T00:00:00Z"
"http://www.wikidata.org/entity/Q162028","FreeCol","http://commons.wikimedia.org/wiki/Special:FilePath/FreeCol0%205%202%20mapboard.jpg","https://en.wikipedia.org/wiki/FreeCol","2009-05-12T00:00:00Z"
"http://www.wikidata.org/entity/Q18202464","Infiniminer","http://commons.wikimedia.org/wiki/Special:FilePath/Infiniminer%20cave%20scene.png","https://en.wikipedia.org/wiki/Infiniminer","2009-04-29T00:00:00Z"
"http://www.wikidata.org/entity/Q1113131","Zeno Clash","http://commons.wikimedia.org/wiki/Special:FilePath/Zeno%20Clash%20-%20Ghat%20%26%20Deadra.jpg","https://en.wikipedia.org/wiki/Zeno_Clash","2009-04-21T00:00:00Z"
"http://www.wikidata.org/entity/Q5527705","GauntNet","http://commons.wikimedia.org/wiki/Special:FilePath/GauntNet-small-screenshot.png","https://en.wikipedia.org/wiki/GauntNet","2009-04-15T00:00:00Z"
"http://www.wikidata.org/entity/Q224905","SameGame","http://commons.wikimedia.org/wiki/Special:FilePath/Ksame.png","https://en.wikipedia.org/wiki/SameGame","2009-03-23T00:00:00Z"
"http://www.wikidata.org/entity/Q1145336","Dead Rising","http://commons.wikimedia.org/wiki/Special:FilePath/E3%202006%20Dead%20Rising%20booth.jpg","https://no.wikipedia.org/wiki/Dead_Rising","2009-02-27T00:00:00Z"
"http://www.wikidata.org/entity/Q3569282","Windosill","http://commons.wikimedia.org/wiki/Special:FilePath/Windosill%20screenshot%2004.jpg","https://en.wikipedia.org/wiki/Windosill","2009-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q6375642","Korsakovia","http://commons.wikimedia.org/wiki/Special:FilePath/Korsakovia%20Main%20Menu%20Background.jpg","https://en.wikipedia.org/wiki/Korsakovia","2009-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q5533502","Genomics Digital Lab","http://commons.wikimedia.org/wiki/Special:FilePath/GDLv4%20tissue.jpg","https://en.wikipedia.org/wiki/Genomics_Digital_Lab","2009-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q1800173","Secret of Mana","http://commons.wikimedia.org/wiki/Special:FilePath/Seiken%20Densetsu%202%20cart.jpg","https://no.wikipedia.org/wiki/Secret_of_Mana","2008-12-26T00:00:00Z"
"http://www.wikidata.org/entity/Q5353606","Pump It Up NX Absolute","http://commons.wikimedia.org/wiki/Special:FilePath/NXA%20GX2010.JPG","https://en.wikipedia.org/wiki/Pump_It_Up_NX_Absolute","2008-12-26T00:00:00Z"
"http://www.wikidata.org/entity/Q2055753","Passage","http://commons.wikimedia.org/wiki/Special:FilePath/Passage%203%20by%20Jason%20Rohrer%20screenshot.png","https://en.wikipedia.org/wiki/Passage_(video_game)","2008-12-19T00:00:00Z"
"http://www.wikidata.org/entity/Q471974","Need for Speed: Undercover","http://commons.wikimedia.org/wiki/Special:FilePath/Igromir%202008%20%283012936938%29.jpg","https://en.wikipedia.org/wiki/Need_for_Speed:_Undercover","2008-12-19T00:00:00Z"
"http://www.wikidata.org/entity/Q637312","World of Goo","http://commons.wikimedia.org/wiki/Special:FilePath/World%20of%20Goo%20Gameplay.png","https://nn.wikipedia.org/wiki/World_of_Goo","2008-12-19T00:00:00Z"
"http://www.wikidata.org/entity/Q1071410","Nintendo DS Browser","http://commons.wikimedia.org/wiki/Special:FilePath/Japanese%20Wikipedia%20screenshot%20on%20NDSL%2020070726.jpg","https://no.wikipedia.org/wiki/Nintendo_DS_Browser","2008-11-01T00:00:00Z"
"http://www.wikidata.org/entity/Q636984","QWOP","http://commons.wikimedia.org/wiki/Special:FilePath/QWOP%20screenshot.jpg","https://no.wikipedia.org/wiki/QWOP","2008-11-01T00:00:00Z"
"http://www.wikidata.org/entity/Q6579517","LittleBigPlanet","http://commons.wikimedia.org/wiki/Special:FilePath/SonyFair2008%20Day1%20PS3%20LittleBIGPlanet.jpg","https://no.wikipedia.org/wiki/LittleBigPlanet","2008-10-27T00:00:00Z"
"http://www.wikidata.org/entity/Q1514674","Midnight Club: Los Angeles","http://commons.wikimedia.org/wiki/Special:FilePath/Midnight%20Club%2C%20LA%20at%20GamesCom%20-%20Flickr%20-%20Sergey%20Galyonkin.jpg","https://en.wikipedia.org/wiki/Midnight_Club:_Los_Angeles","2008-10-20T00:00:00Z"
"http://www.wikidata.org/entity/Q210844","Spore","http://commons.wikimedia.org/wiki/Special:FilePath/E3%202006%20%28144314759%29.jpg","https://no.wikipedia.org/wiki/Spore_(videospill)","2008-09-01T00:00:00Z"
"http://www.wikidata.org/entity/Q608746","Gravity Bone","http://commons.wikimedia.org/wiki/Special:FilePath/Gravity%20Bone%20cover.png","https://en.wikipedia.org/wiki/Gravity_Bone","2008-08-28T00:00:00Z"
"http://www.wikidata.org/entity/Q756558","S.T.A.L.K.E.R.: Clear Sky","http://commons.wikimedia.org/wiki/Special:FilePath/Stalker%20Clear%20Sky%20screenshot%20god%20rays%2001.jpg","https://en.wikipedia.org/wiki/S.T.A.L.K.E.R.:_Clear_Sky","2008-08-22T00:00:00Z"
"http://www.wikidata.org/entity/Q2287871","Apollo Justice: Ace Attorney","http://commons.wikimedia.org/wiki/Special:FilePath/Apollo%20Justice%20Ace%20Attorney%20promo%20art.png","https://en.wikipedia.org/wiki/Apollo_Justice:_Ace_Attorney","2008-05-22T00:00:00Z"
"http://www.wikidata.org/entity/Q840121","Wii Fit","http://commons.wikimedia.org/wiki/Special:FilePath/Wiifit.jpg","https://nn.wikipedia.org/wiki/Wii_Fit","2008-05-21T00:00:00Z"
"http://www.wikidata.org/entity/Q2709813","You Have to Burn the Rope","http://commons.wikimedia.org/wiki/Special:FilePath/YouHaveToBurnTheRopeTitle.png","https://en.wikipedia.org/wiki/You_Have_to_Burn_the_Rope","2008-04-01T00:00:00Z"
"http://www.wikidata.org/entity/Q2719130","Micropolis","http://commons.wikimedia.org/wiki/Special:FilePath/Micropolis%20-%20empty%20map.png","https://en.wikipedia.org/wiki/Micropolis_(video_game)","2008-01-10T00:00:00Z"
"http://www.wikidata.org/entity/Q1891559","Unknown Horizons","http://commons.wikimedia.org/wiki/Special:FilePath/Unknown%20horizons%203176.PNG","https://en.wikipedia.org/wiki/Unknown_Horizons","2008-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q16839611","Gang Garrison 2","http://commons.wikimedia.org/wiki/Special:FilePath/Gang%20Garrison%202.png","https://en.wikipedia.org/wiki/Gang_Garrison_2","2008-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q6517780","Legend of Wukong","http://commons.wikimedia.org/wiki/Special:FilePath/Wkboxfront.jpg","https://en.wikipedia.org/wiki/Legend_of_Wukong","2008-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q137517039","EarthBound Halloween Hack","http://commons.wikimedia.org/wiki/Special:FilePath/EarthBound%20Halloween%20Hack.jpg","https://en.wikipedia.org/wiki/EarthBound_Halloween_Hack","2008-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q581771","Foldit","http://commons.wikimedia.org/wiki/Special:FilePath/Foldit%20screenshot%202.jpg","https://en.wikipedia.org/wiki/Foldit","2008-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q623111","Aquaria","http://commons.wikimedia.org/wiki/Special:FilePath/Aquaria%20-%20Screenshot%2005.jpg","https://no.wikipedia.org/wiki/Aquaria","2007-12-07T00:00:00Z"
"http://www.wikidata.org/entity/Q1201014","Balloon Fight","http://commons.wikimedia.org/wiki/Special:FilePath/%E3%83%90%E3%83%AB%E3%83%BC%E3%83%B3%E3%83%95%E3%82%A1%E3%82%A4%E3%83%88%20%E3%83%AD%E3%82%B4.jpg","https://en.wikipedia.org/wiki/Balloon_Fight","2007-11-13T00:00:00Z"
"http://www.wikidata.org/entity/Q4636334","3DiTeams","http://commons.wikimedia.org/wiki/Special:FilePath/3DiTeams%20main.JPG","https://en.wikipedia.org/wiki/3DiTeams","2007-11-01T00:00:00Z"
"http://www.wikidata.org/entity/Q481741","Ace Combat 6: Fires of Liberation","http://commons.wikimedia.org/wiki/Special:FilePath/Ace%20Combat%206%20-%20Ace%20Edge.jpg","https://no.wikipedia.org/wiki/Ace_Combat_6:_Fires_of_Liberation","2007-10-23T00:00:00Z"
"http://www.wikidata.org/entity/Q4811475","AstroMenace","http://commons.wikimedia.org/wiki/Special:FilePath/Astromenace%20Gameplay.jpg","https://en.wikipedia.org/wiki/AstroMenace","2007-09-19T00:00:00Z"
"http://www.wikidata.org/entity/Q2666964","Gish","http://commons.wikimedia.org/wiki/Special:FilePath/FreeGish%201-5.png","https://en.wikipedia.org/wiki/Gish_(video_game)","2007-07-20T00:00:00Z"
"http://www.wikidata.org/entity/Q3270488","Pac-Man Championship Edition","http://commons.wikimedia.org/wiki/Special:FilePath/Pacmanchampion2.JPG","https://en.wikipedia.org/wiki/Pac-Man_Championship_Edition","2007-06-06T00:00:00Z"
"http://www.wikidata.org/entity/Q1463680","Teeworlds","http://commons.wikimedia.org/wiki/Special:FilePath/Teeworlds%20Screenshot%20Jungle%200.6.1.png","https://en.wikipedia.org/wiki/Teeworlds","2007-05-27T00:00:00Z"
"http://www.wikidata.org/entity/Q215861","S.T.A.L.K.E.R.: Shadow of Chernobyl","http://commons.wikimedia.org/wiki/Special:FilePath/Stalkershot%202.jpg","https://no.wikipedia.org/wiki/S.T.A.L.K.E.R.:_Shadow_of_Chernobyl","2007-03-20T00:00:00Z"
"http://www.wikidata.org/entity/Q2278376","Sherlock Holmes: The Awakened","http://commons.wikimedia.org/wiki/Special:FilePath/SH3%20-%20Sherlock%20Holmes%20et%20Hercule%20Poirot.png","https://en.wikipedia.org/wiki/Sherlock_Holmes:_The_Awakened","2007-02-16T00:00:00Z"
"http://www.wikidata.org/entity/Q2713480","PeaceMaker","http://commons.wikimedia.org/wiki/Special:FilePath/PeaceMaker%20-%20Game%20interface.jpg","https://en.wikipedia.org/wiki/PeaceMaker","2007-02-01T00:00:00Z"
"http://www.wikidata.org/entity/Q1133204","Street Fighter 2","http://commons.wikimedia.org/wiki/Special:FilePath/Street%20Fighter%20II%20arcade-20061027.jpg","https://en.wikipedia.org/wiki/Street_Fighter_II","2007-01-19T00:00:00Z"
"http://www.wikidata.org/entity/Q1159590","Danger from the Deep","http://commons.wikimedia.org/wiki/Special:FilePath/Dangerdeep%20screenshot2.png","https://en.wikipedia.org/wiki/Danger_from_the_Deep","2007-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q25091050","Performous","http://commons.wikimedia.org/wiki/Special:FilePath/Performous-0.7%2Bmenu.png","https://en.wikipedia.org/wiki/Performous","2007-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q71936","Wii Sports","http://commons.wikimedia.org/wiki/Special:FilePath/Duo%20playing%20Wii%20Sports.jpg","https://nn.wikipedia.org/wiki/Wii_Sports","2006-12-08T00:00:00Z"
"http://www.wikidata.org/entity/Q2287900","Castlevania: Portrait of Ruin","http://commons.wikimedia.org/wiki/Special:FilePath/Castlevania%20logo.png","https://en.wikipedia.org/wiki/Castlevania:_Portrait_of_Ruin","2006-11-16T00:00:00Z"
"http://www.wikidata.org/entity/Q1182593","Defender","http://commons.wikimedia.org/wiki/Special:FilePath/Williams%20Defender%20Arcade%20Video%20Game.jpg","https://en.wikipedia.org/wiki/Defender_(video_game)","2006-11-15T00:00:00Z"
"http://www.wikidata.org/entity/Q913218","Viva Piñata","http://commons.wikimedia.org/wiki/Special:FilePath/Viva%20World%27s%20Largest%20Pinata.jpg","https://no.wikipedia.org/wiki/Viva_Pi%C3%B1ata","2006-11-09T00:00:00Z"
"http://www.wikidata.org/entity/Q3196429","Kidō Senshi Gundam: Senjō no Kizuna","http://commons.wikimedia.org/wiki/Special:FilePath/Gundam%20Kizuna%20PODs.jpg","https://en.wikipedia.org/wiki/Kid%C5%8D_Senshi_Gundam:_Senj%C5%8D_no_Kizuna","2006-11-07T00:00:00Z"
"http://www.wikidata.org/entity/Q2180479","RoboBlitz","http://commons.wikimedia.org/wiki/Special:FilePath/RoboBlitz%20-%20Screenshot%2001.jpg","https://en.wikipedia.org/wiki/RoboBlitz","2006-11-07T00:00:00Z"
"http://www.wikidata.org/entity/Q5315124","Dungeon Crawl Stone Soup","http://commons.wikimedia.org/wiki/Special:FilePath/Dcss.0.21.webtiles.Elven-Halls.png","https://en.wikipedia.org/wiki/Dungeon_Crawl_Stone_Soup","2006-09-19T00:00:00Z"
"http://www.wikidata.org/entity/Q16202286","NHL 2K7","http://commons.wikimedia.org/wiki/Special:FilePath/Company%20guys%20playing%20nhl%202k7%20out%20the%20back%20of%20a%20stupid%20car%20%28384211114%29.jpg","https://en.wikipedia.org/wiki/NHL_2K7","2006-09-12T00:00:00Z"
"http://www.wikidata.org/entity/Q1362771","Frets on Fire","http://commons.wikimedia.org/wiki/Special:FilePath/Fretsonfire4.png","https://no.wikipedia.org/wiki/Frets_on_Fire","2006-08-03T00:00:00Z"
"http://www.wikidata.org/entity/Q863036","Let's Go Jungle!: Lost on the Island of Spice","http://commons.wikimedia.org/wiki/Special:FilePath/Let%27s%20GO%20ISLAND%2020170415%20121042.jpg","https://en.wikipedia.org/wiki/Let%27s_Go_Jungle!:_Lost_on_the_Island_of_Spice","2006-06-27T00:00:00Z"
"http://www.wikidata.org/entity/Q2741554","Time Crisis 4","http://commons.wikimedia.org/wiki/Special:FilePath/Time%20Crisis%204.jpg","https://en.wikipedia.org/wiki/Time_Crisis_4","2006-06-20T00:00:00Z"
"http://www.wikidata.org/entity/Q3514623","Tamagotchi Connection: Corner Shop","http://commons.wikimedia.org/wiki/Special:FilePath/Tamagotchi%200124%20ubt.jpeg","https://en.wikipedia.org/wiki/Tamagotchi_Connection:_Corner_Shop","2006-06-09T00:00:00Z"
"http://www.wikidata.org/entity/Q553702","Tetris DS","http://commons.wikimedia.org/wiki/Special:FilePath/Tetris%20DS%20home%20screen.jpg","https://en.wikipedia.org/wiki/Tetris_DS","2006-03-20T00:00:00Z"
"http://www.wikidata.org/entity/Q1517369","Red Orchestra: Ostfront 41-45","http://commons.wikimedia.org/wiki/Special:FilePath/Red%20Orchestra%20Jan31st%20shot1.jpg","https://en.wikipedia.org/wiki/Red_Orchestra:_Ostfront_41%E2%80%9345","2006-03-14T00:00:00Z"
"http://www.wikidata.org/entity/Q5388987","QuickSpot","http://commons.wikimedia.org/wiki/Special:FilePath/QuickSpot%20key%20art.jpg","https://en.wikipedia.org/wiki/QuickSpot","2006-02-09T00:00:00Z"
"http://www.wikidata.org/entity/Q1063031","English Training: Have Fun Improving Your Skills!","http://commons.wikimedia.org/wiki/Special:FilePath/NDSL-English%20Training-Korean%20Version.png","https://en.wikipedia.org/wiki/English_Training:_Have_Fun_Improving_Your_Skills!","2006-01-26T00:00:00Z"
"http://www.wikidata.org/entity/Q1056431","Slash'EM","http://commons.wikimedia.org/wiki/Special:FilePath/Slash%27%20EM.jpg","https://en.wikipedia.org/wiki/Slash%27EM","2006-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q842121","Jets'n'Guns","http://commons.wikimedia.org/wiki/Special:FilePath/Jetnguns%203.jpg","https://en.wikipedia.org/wiki/Jets%27n%27Guns","2006-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q17514513","Pioneer","http://commons.wikimedia.org/wiki/Special:FilePath/Pioneer%20game%20screenshot%202014.png","https://en.wikipedia.org/wiki/Pioneer_(video_game)","2006-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q2741259","Medieval Mayhem","http://commons.wikimedia.org/wiki/Special:FilePath/Screenshot%20of%20Medieval%20Mayhem.svg","https://en.wikipedia.org/wiki/Medieval_Mayhem","2006-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q1114414","Comic Party","http://commons.wikimedia.org/wiki/Special:FilePath/Comic%20Party%20logo.png","https://en.wikipedia.org/wiki/Comic_Party","2005-12-29T00:00:00Z"
"http://www.wikidata.org/entity/Q4926848","Bliss","http://commons.wikimedia.org/wiki/Special:FilePath/BlissGameScreenShot.jpg","https://en.wikipedia.org/wiki/Bliss_(video_game)","2005-11-10T00:00:00Z"
"http://www.wikidata.org/entity/Q1139866","Dofus","http://commons.wikimedia.org/wiki/Special:FilePath/Dofus%20booth%20at%20GamesCom%20%283840123521%29.jpg","https://en.wikipedia.org/wiki/Dofus","2005-09-01T00:00:00Z"
"http://www.wikidata.org/entity/Q848362","Tremulous","http://commons.wikimedia.org/wiki/Special:FilePath/Tremulous%20-%20human%20base%20goons.jpg","https://en.wikipedia.org/wiki/Tremulous","2005-08-11T00:00:00Z"
"http://www.wikidata.org/entity/Q1422705","Warsow","http://commons.wikimedia.org/wiki/Special:FilePath/Warsow%20Screenshot%201.0.jpg","https://no.wikipedia.org/wiki/Warsow","2005-07-08T00:00:00Z"
"http://www.wikidata.org/entity/Q4041351","In the Groove 2","http://commons.wikimedia.org/wiki/Special:FilePath/Itg%20machine.jpg","https://en.wikipedia.org/wiki/In_the_Groove_2","2005-06-18T00:00:00Z"
"http://www.wikidata.org/entity/Q1328237","Nexuiz","http://commons.wikimedia.org/wiki/Special:FilePath/Nexuiz%20screenshot%2008.jpg","https://no.wikipedia.org/wiki/Nexuiz","2005-05-31T00:00:00Z"
"http://www.wikidata.org/entity/Q1890066","N","http://commons.wikimedia.org/wiki/Special:FilePath/Screenshot%20from%20Metanet%20Software%20game%2C%20N%20-%2027.jpg","https://en.wikipedia.org/wiki/N_(video_game)","2005-05-16T00:00:00Z"
"http://www.wikidata.org/entity/Q7906723","VDrift","http://commons.wikimedia.org/wiki/Special:FilePath/Vdrift-screenshot%202%20%282015%29.jpg","https://en.wikipedia.org/wiki/VDrift","2005-03-29T00:00:00Z"
"http://www.wikidata.org/entity/Q1017173","GL-117","http://commons.wikimedia.org/wiki/Special:FilePath/Gl-117-1.jpg","https://en.wikipedia.org/wiki/GL-117","2005-03-12T00:00:00Z"
"http://www.wikidata.org/entity/Q7043913","NoGravity","http://commons.wikimedia.org/wiki/Special:FilePath/Nogravity-3.jpg","https://en.wikipedia.org/wiki/No_Gravity_(video_game)","2005-02-01T00:00:00Z"
"http://www.wikidata.org/entity/Q15285443","Biniax","http://commons.wikimedia.org/wiki/Special:FilePath/Biniax2%20screenshot.png","https://en.wikipedia.org/wiki/Biniax","2005-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q2878962","McDonald's Video Game","http://commons.wikimedia.org/wiki/Special:FilePath/Mcgameshot.png","https://en.wikipedia.org/wiki/McDonald%27s_Video_Game","2005-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q1531218","Glest","http://commons.wikimedia.org/wiki/Special:FilePath/Glest.jpg","https://en.wikipedia.org/wiki/Glest","2004-12-25T00:00:00Z"
"http://www.wikidata.org/entity/Q1753270","PlaneShift","http://commons.wikimedia.org/wiki/Special:FilePath/POTD%20for%20PlaneShift%20Unreal%20Release%200-7-45.jpg","https://en.wikipedia.org/wiki/PlaneShift_(video_game)","2004-12-24T00:00:00Z"
"http://www.wikidata.org/entity/Q22077991","Google Santa Tracker","http://commons.wikimedia.org/wiki/Special:FilePath/Google%20Santa%20Tracker%20Homepage%202022.png","https://en.wikipedia.org/wiki/Google_Santa_Tracker","2004-11-30T00:00:00Z"
"http://www.wikidata.org/entity/Q1755927","Vampire: The Masquerade – Bloodlines","http://commons.wikimedia.org/wiki/Special:FilePath/Bloodlines%20E3%202003.jpg","https://en.wikipedia.org/wiki/Vampire:_The_Masquerade_%E2%80%93_Bloodlines","2004-11-16T00:00:00Z"
"http://www.wikidata.org/entity/Q843205","Kingdom Hearts: Chain of Memories","http://commons.wikimedia.org/wiki/Special:FilePath/Kingdom%20Hearts%20wordmark%20the%20first%20game%20of%20the%20series.png","https://no.wikipedia.org/wiki/Kingdom_Hearts:_Chain_of_Memories","2004-11-11T00:00:00Z"
"http://www.wikidata.org/entity/Q2383303","Alien Arena (video game)","http://commons.wikimedia.org/wiki/Special:FilePath/CodeRED%20Alien%20Arena.jpg","https://en.wikipedia.org/wiki/Alien_Arena","2004-10-01T00:00:00Z"
"http://www.wikidata.org/entity/Q1736399","Ryzom","http://commons.wikimedia.org/wiki/Special:FilePath/Ryzom%20screenshot.png","https://en.wikipedia.org/wiki/Ryzom","2004-09-19T00:00:00Z"
"http://www.wikidata.org/entity/Q1041461","Crisis Zone","http://commons.wikimedia.org/wiki/Special:FilePath/Crisiszone.JPG","https://en.wikipedia.org/wiki/Crisis_Zone","2004-09-17T00:00:00Z"
"http://www.wikidata.org/entity/Q2094377","Sherlock Holmes: The Case of the Silver Earring","http://commons.wikimedia.org/wiki/Special:FilePath/SH2%20-%20Watson%20et%20Holmes%20%C3%A0%20Baker%20Street.png","https://en.wikipedia.org/wiki/Sherlock_Holmes:_The_Case_of_the_Silver_Earring","2004-08-27T00:00:00Z"
"http://www.wikidata.org/entity/Q845890","Bos Wars","http://commons.wikimedia.org/wiki/Special:FilePath/Bos%20wars%202%205.png","https://en.wikipedia.org/wiki/Bos_Wars","2004-03-06T00:00:00Z"
"http://www.wikidata.org/entity/Q160083",".kkrieger","http://commons.wikimedia.org/wiki/Special:FilePath/.kkrieger%203.jpg","https://en.wikipedia.org/wiki/.kkrieger","2004-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q11315570","Zoids Infinity","http://commons.wikimedia.org/wiki/Special:FilePath/ZOIDS%20infinity%20EXPLUS.JPG","https://en.wikipedia.org/wiki/Zoids_Infinity","2004-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q522731","UFO: Alien Invasion","http://commons.wikimedia.org/wiki/Special:FilePath/UFO%20screenshot%201.jpg","https://no.wikipedia.org/wiki/UFO:_Alien_Invasion","2003-12-30T00:00:00Z"
"http://www.wikidata.org/entity/Q3062932","F-Zero AX","http://commons.wikimedia.org/wiki/Special:FilePath/F-Zero%20AX%20deluxe%20cabinet.jpg","https://en.wikipedia.org/wiki/F-Zero_AX","2003-11-01T00:00:00Z"
"http://www.wikidata.org/entity/Q1360565","Live for Speed","http://commons.wikimedia.org/wiki/Special:FilePath/Rallycross%20blackwood%20lfs.jpg","https://en.wikipedia.org/wiki/Live_for_Speed","2003-07-13T00:00:00Z"
"http://www.wikidata.org/entity/Q106827","Second Life","http://commons.wikimedia.org/wiki/Special:FilePath/Second%20Life%2011th%20Birthday%20Live%20Drax%20Files%20Radio%20Hour.jpg","https://no.wikipedia.org/wiki/Second_Life","2003-06-23T00:00:00Z"
"http://www.wikidata.org/entity/Q905308","Neighbours from Hell","http://commons.wikimedia.org/wiki/Special:FilePath/Neighbours%20from%20Hell%20gameplay.jpg","https://no.wikipedia.org/wiki/Neighbours_from_Hell","2003-06-20T00:00:00Z"
"http://www.wikidata.org/entity/Q7261119","Pure Pinball","http://commons.wikimedia.org/wiki/Special:FilePath/Pure-Pinball-Steel-Ball-Magic-Big-Beach-Miami%20Prototype%201920-02.jpg","https://en.wikipedia.org/wiki/Pure_Pinball","2003-05-28T00:00:00Z"
