"aircraft","aircraftLabel","passengers","image","article"
"http://www.wikidata.org/entity/Q2862814","Armstrong Whitworth AW.681","","http://commons.wikimedia.org/wiki/Special:FilePath/AW.681.JPG",""
"http://www.wikidata.org/entity/Q689413","Armstrong Whitworth F.K.10","","http://commons.wikimedia.org/wiki/Special:FilePath/Armstrong%20Whitworth%20F.K.10%20side%20view.jpg",""
"http://www.wikidata.org/entity/Q2862812","Armstrong Whitworth Starling","","http://commons.wikimedia.org/wiki/Special:FilePath/AW%20Starling.jpg",""
"http://www.wikidata.org/entity/Q2862823","Armstrong Whitworth Wolf","","http://commons.wikimedia.org/wiki/Special:FilePath/AWWolf.jpg",""
"http://www.wikidata.org/entity/Q3437037","ATL","","http://commons.wikimedia.org/wiki/Special:FilePath/Robin.atl.l.g-gfrd.vtail.arp.jpg",""
"http://www.wikidata.org/entity/Q756656","Atlantis","","http://commons.wikimedia.org/wiki/Special:FilePath/D-1925%20Atlantis%20Nla.pic-vn4774233-v.jpeg",""
"http://www.wikidata.org/entity/Q3602266","ATR 42 Surveyor","","http://commons.wikimedia.org/wiki/Special:FilePath/Atr42.fairford.arp.jpg",""
"http://www.wikidata.org/entity/Q2870570","Aubert Cigale","","http://commons.wikimedia.org/wiki/Special:FilePath/Aubert%20PA-20%20photo%20L%27Aerophile%20May%201938.jpg",""
"http://www.wikidata.org/entity/Q2872097","Auster AOP6","","http://commons.wikimedia.org/wiki/Special:FilePath/Auster%20AOP.6%20TW539%20663%20Sqn%201954.jpg",""
"http://www.wikidata.org/entity/Q2872101","Auster B.4","","http://commons.wikimedia.org/wiki/Special:FilePath/Auster%20B.4%20Farnborough%2009.53.jpg",""
"http://www.wikidata.org/entity/Q2872100","Auster J/2 Arrow","","http://commons.wikimedia.org/wiki/Special:FilePath/Auster%20J4%20G-AIJM%20Cranfield%2001.07.89R.jpg",""
"http://www.wikidata.org/entity/Q2872144","Austin Whippet","","http://commons.wikimedia.org/wiki/Special:FilePath/K-158%20%28BAPC-207%29%20%2815430855790%29.jpg",""
"http://www.wikidata.org/entity/Q2872104","Austin-Ball A.F.B.1","","http://commons.wikimedia.org/wiki/Special:FilePath/Austin%20AFB%201%20Outside%20Longbridge%20Works.jpg",""
"http://www.wikidata.org/entity/Q1566033","AutoGyro MT-03","","http://commons.wikimedia.org/wiki/Special:FilePath/Autogyro%20MT-03%20%28D-MTBI%29%2006.jpg",""
"http://www.wikidata.org/entity/Q1934909","Avia BH-12","","http://commons.wikimedia.org/wiki/Special:FilePath/Avia%20BH-12%20%28Flight%2C%2006-1924%29.jpg",""
"http://www.wikidata.org/entity/Q2186659","Avia BH-16","","http://commons.wikimedia.org/wiki/Special:FilePath/Avia%20BH-16%20%281924%29.jpg",""
"http://www.wikidata.org/entity/Q1843832","Avia BH-17","","http://commons.wikimedia.org/wiki/Special:FilePath/Avia%20BH-17-4.jpg",""
"http://www.wikidata.org/entity/Q1992983","Avia BH-22","","http://commons.wikimedia.org/wiki/Special:FilePath/Avia%20BH-22%20L%27A%C3%A9ronautique%20December%2C1926.jpg",""
"http://www.wikidata.org/entity/Q2526166","Avia BH-23","","http://commons.wikimedia.org/wiki/Special:FilePath/Avia%20BH-23.jpg",""
"http://www.wikidata.org/entity/Q790758","Avia BH-6","","http://commons.wikimedia.org/wiki/Special:FilePath/Avia%20BH-6%201-72.jpg",""
"http://www.wikidata.org/entity/Q2874276","Aviastroitel AC-4 Russia","","http://commons.wikimedia.org/wiki/Special:FilePath/Russian%20glider%20AC-4%20%22Russian%22%20%2810273762066%29.jpg",""
"http://www.wikidata.org/entity/Q2874321","Avicopter AC313","","http://commons.wikimedia.org/wiki/Special:FilePath/Changhe%20AC313%20Gu.jpg",""
"http://www.wikidata.org/entity/Q550217","Aviotehas PN-3","","http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B0%D0%BC%D0%BE%D0%BB%D1%91%D1%82%20PN%203.jpg",""
"http://www.wikidata.org/entity/Q375166","Avro 531 Spider","","http://commons.wikimedia.org/wiki/Special:FilePath/Avro531%20left.png",""
"http://www.wikidata.org/entity/Q791435","Avro 571 Buffalo","","http://commons.wikimedia.org/wiki/Special:FilePath/AvBuffalo.jpg",""
"http://www.wikidata.org/entity/Q2874609","Avro 627 Mailplane","","http://commons.wikimedia.org/wiki/Special:FilePath/Avro%20627.jpg",""
"http://www.wikidata.org/entity/Q2874608","Avro 641 Commodore","","http://commons.wikimedia.org/wiki/Special:FilePath/Avro641.jpg",""
"http://www.wikidata.org/entity/Q3631212","Avro 730","","http://commons.wikimedia.org/wiki/Special:FilePath/Avro%20730.jpg",""
"http://www.wikidata.org/entity/Q791441","Avro Antelope","","http://commons.wikimedia.org/wiki/Special:FilePath/Avro%20Antelope%20L%27A%C3%A9rophile%20July%2C1929.jpg",""
"http://www.wikidata.org/entity/Q2874610","Avro Avenger","","http://commons.wikimedia.org/wiki/Special:FilePath/Avro566-i.jpg",""
"http://www.wikidata.org/entity/Q250549","Avro Avocet","","http://commons.wikimedia.org/wiki/Special:FilePath/AvAvocet.jpg",""
"http://www.wikidata.org/entity/Q791513","Avro Type G","","http://commons.wikimedia.org/wiki/Special:FilePath/Avro%20Type%20G.jpg",""
"http://www.wikidata.org/entity/Q659934","Bartel BM-5","","http://commons.wikimedia.org/wiki/Special:FilePath/Bartel%20BM-5%2C%20scheda%20Aerei%20da%20Guerra.jpg",""
"http://www.wikidata.org/entity/Q2885910","Bartel BM-6","","http://commons.wikimedia.org/wiki/Special:FilePath/Bartel%20BM-6.png",""
"http://www.wikidata.org/entity/Q2876617","BAT Baboon","","http://commons.wikimedia.org/wiki/Special:FilePath/BAT%20F.K.24%20Baboon%20010120%20p19.jpg",""
"http://www.wikidata.org/entity/Q2893543","Bede BD-17 Nugget","","http://commons.wikimedia.org/wiki/Special:FilePath/Bede%20B17L.jpg",""
"http://www.wikidata.org/entity/Q2893546","Bede BD-4","","http://commons.wikimedia.org/wiki/Special:FilePath/Raffensparger%20BD-4%20%28N643R%29.jpg",""
"http://www.wikidata.org/entity/Q2893547","Bede BD-6","","http://commons.wikimedia.org/wiki/Special:FilePath/G-BYLS%20Bede%20BD-4%20%289678944301%29.jpg",""
"http://www.wikidata.org/entity/Q669247","Bell XP-52","","http://commons.wikimedia.org/wiki/Special:FilePath/Bell%20XP-59%20wind%20tunnel%20model%20060913-F-1234P-012.jpg",""
"http://www.wikidata.org/entity/Q2894635","Bellanca Aircruiser","","http://commons.wikimedia.org/wiki/Special:FilePath/Bellanca%20C-27C%20Airbus.jpg",""
"http://www.wikidata.org/entity/Q3349957","Bernard 190","","http://commons.wikimedia.org/wiki/Special:FilePath/Bernard%20191%20GR%20-%20Oiseau%20Canari.JPG",""
"http://www.wikidata.org/entity/Q2899969","Best Off Nynja","","http://commons.wikimedia.org/wiki/Special:FilePath/4X-ONA%2002-05-2015.jpg",""
"http://www.wikidata.org/entity/Q830309","Best Off Skyranger","","http://commons.wikimedia.org/wiki/Special:FilePath/Best%20Off%20Skyranger%20912S%281%29%20%E2%80%98G-CDUS%E2%80%99%20%2841639245672%29.jpg",""
"http://www.wikidata.org/entity/Q2902346","Big Stink","","http://commons.wikimedia.org/wiki/Special:FilePath/Agnew%20HiroshimaAircraft.jpg",""
"http://www.wikidata.org/entity/Q1644799","Blackburn Lincock","","http://commons.wikimedia.org/wiki/Special:FilePath/Blackburn%20Lincock%20II%20ExCC.jpg",""
"http://www.wikidata.org/entity/Q3273990","Bland Mayfly","","http://commons.wikimedia.org/wiki/Special:FilePath/Bland%20Mayfly.png",""
"http://www.wikidata.org/entity/Q2040829","Blériot III","","http://commons.wikimedia.org/wiki/Special:FilePath/Bleriot%20IV.jpg",""
"http://www.wikidata.org/entity/Q2907456","Blériot VIII","","http://commons.wikimedia.org/wiki/Special:FilePath/Bleriot%20VIII.jpg",""
"http://www.wikidata.org/entity/Q884629","Bloch MB.300 Pacifique","","http://commons.wikimedia.org/wiki/Special:FilePath/Bloch%20M.B.300%20photo%20L%27Aerophile%20February%201936.jpg",""
"http://www.wikidata.org/entity/Q2906790","Bloch MB.60","","http://commons.wikimedia.org/wiki/Special:FilePath/Bloch%20MB.61%201931.jpg",""
"http://www.wikidata.org/entity/Q2906800","Bloch MB.81","","http://commons.wikimedia.org/wiki/Special:FilePath/Bloch%20MB.81.jpg",""
"http://www.wikidata.org/entity/Q890163","Boeing 367-80","","http://commons.wikimedia.org/wiki/Special:FilePath/Air%20to%20air%20photo%20of%20the%20Dash%2080%20FA239925.jpg",""
"http://www.wikidata.org/entity/Q2908515","Boeing Model 6D","","http://commons.wikimedia.org/wiki/Special:FilePath/Boeing%20Model%20B1D%20or%206D%20LFQ%202.jpg",""
"http://www.wikidata.org/entity/Q891784","Bombardier Challenger 850","","http://commons.wikimedia.org/wiki/Special:FilePath/Bombardier%20Challenger%20850%20C-GWWW%20at%20Manchester%202008.jpg",""
"http://www.wikidata.org/entity/Q796871","BOT SC07 Speed Cruiser","","http://commons.wikimedia.org/wiki/Special:FilePath/BOT%20SC07%20Speed%20Cruiser%20N911DV.jpg",""
"http://www.wikidata.org/entity/Q2924271","Breda Ba.19","","http://commons.wikimedia.org/wiki/Special:FilePath/Breda%20Ba.19.jpg",""
"http://www.wikidata.org/entity/Q381764","Breezer Breezer","","http://commons.wikimedia.org/wiki/Special:FilePath/Breezer-Sunset.jpg",""
"http://www.wikidata.org/entity/Q2924339","Breguet 16","","http://commons.wikimedia.org/wiki/Special:FilePath/Breguet%20Bre.16Bn.2%20Patria.jpg",""
"http://www.wikidata.org/entity/Q2924343","Breguet Br.270","","http://commons.wikimedia.org/wiki/Special:FilePath/Breguet%20274.jpg",""
"http://www.wikidata.org/entity/Q2842451","Breguet Bre.4","","http://commons.wikimedia.org/wiki/Special:FilePath/Breguet%20de%20Chasse.jpg",""
"http://www.wikidata.org/entity/Q2924345","Breguet Vultur","","http://commons.wikimedia.org/wiki/Special:FilePath/Breguet%20BR.960%20Vultur%20top%20view%20silhouette.png",""
"http://www.wikidata.org/entity/Q446482","Bristol 188","","http://commons.wikimedia.org/wiki/Special:FilePath/Bristol%20Type%20188%20Cosford.jpg",""
"http://www.wikidata.org/entity/Q917893","Bristol Brabazon","","http://commons.wikimedia.org/wiki/Special:FilePath/ATP%20018936%20G.jpg",""
"http://www.wikidata.org/entity/Q778629","Bristol M.1","","http://commons.wikimedia.org/wiki/Special:FilePath/%27Red%20Devil%27%20plane%20at%20Minlaton.jpg",""
"http://www.wikidata.org/entity/Q917943","Bristol Type 138","","http://commons.wikimedia.org/wiki/Special:FilePath/Bristol%20138.jpg",""
"http://www.wikidata.org/entity/Q3199916","British Aircraft Company Drone","","http://commons.wikimedia.org/wiki/Special:FilePath/BAC%20Super%20Drone%20G-AEDB%20Duxford%201982.jpg",""
"http://www.wikidata.org/entity/Q2925882","Brochet MB.110","","http://commons.wikimedia.org/wiki/Special:FilePath/Brochet%20MB.110%20F-WDKE%20Chavenay%2030.05.57%20edited-3.jpg",""
"http://www.wikidata.org/entity/Q2925887","Brochet MB.50","","http://commons.wikimedia.org/wiki/Special:FilePath/Brochet%20MB.50%20Pipistrelle.jpg",""
"http://www.wikidata.org/entity/Q2962770","Brändli BX-2 Cherry","","http://commons.wikimedia.org/wiki/Special:FilePath/HB-YBX%20Brandli%20BX-2%20Cherry.jpg",""
"http://www.wikidata.org/entity/Q975530","Burgess Model H","","http://commons.wikimedia.org/wiki/Special:FilePath/Burgess%20H.jpg",""
"http://www.wikidata.org/entity/Q3095363","CAB Minicab","","http://commons.wikimedia.org/wiki/Special:FilePath/Gardan%20GY-201%20Minicab%20G-BGMR%20Wroughton%2004.07.93%20edited-2.jpg",""
"http://www.wikidata.org/entity/Q262104","CAC Ceres","","http://commons.wikimedia.org/wiki/Special:FilePath/CAC-28%20Ceres%201988.jpg",""
"http://www.wikidata.org/entity/Q979320","CANT 26","","http://commons.wikimedia.org/wiki/Special:FilePath/CANT%2026.jpg",""
"http://www.wikidata.org/entity/Q1158939","Caproni Ca.135","","http://commons.wikimedia.org/wiki/Special:FilePath/Caproni%20Ca.135%20in%20flight.jpg",""
"http://www.wikidata.org/entity/Q2517614","Caproni Ca.3","","http://commons.wikimedia.org/wiki/Special:FilePath/Caproni%20Ca.3%20%281910-1911%29%20front%20view.JPG",""
"http://www.wikidata.org/entity/Q573456","Caproni Ca.335","","http://commons.wikimedia.org/wiki/Special:FilePath/Caproni%20Ca.335.jpg",""
"http://www.wikidata.org/entity/Q332025","Caproni PS.1","","http://commons.wikimedia.org/wiki/Special:FilePath/Caproni%20PS.1%20I-MELO.jpg",""
"http://www.wikidata.org/entity/Q550897","Caproni Vizzola F.6","","http://commons.wikimedia.org/wiki/Special:FilePath/Caproni%20Vizzola%20F.6M.jpg",""
"http://www.wikidata.org/entity/Q2085804","Caudron C.600 Aiglon","","http://commons.wikimedia.org/wiki/Special:FilePath/Caudron%20C.601%20-%20Angers-Marc%C3%A9.jpg",""
"http://www.wikidata.org/entity/Q613496","Chase YCG-14","","http://commons.wikimedia.org/wiki/Special:FilePath/Chase%20XCG-14.jpg",""
"http://www.wikidata.org/entity/Q1104362","Coandă-1910","","http://commons.wikimedia.org/wiki/Special:FilePath/Coanda%201910.png",""
"http://www.wikidata.org/entity/Q1122861","Comte AC-1","","http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Comte%20AC-1.jpg",""
"http://www.wikidata.org/entity/Q1129331","Convair XFY Pogo","","http://commons.wikimedia.org/wiki/Special:FilePath/Convair%20XFY-1%20in%20flight.jpg",""
"http://www.wikidata.org/entity/Q1135745","Corvus Phantom","","http://commons.wikimedia.org/wiki/Special:FilePath/Corvus%20Phantom%20%28D-MDHR%29%2003.jpg",""
"http://www.wikidata.org/entity/Q3489703","Curtiss XP-71","","http://commons.wikimedia.org/wiki/Special:FilePath/Curtiss%20XP-71%20wooden%20model.jpg",""
"http://www.wikidata.org/entity/Q3082110","Curtiss-Reid Rambler","","http://commons.wikimedia.org/wiki/Special:FilePath/Curtiss-Reid%20Rambler.jpg",""
"http://www.wikidata.org/entity/Q1157622","Daimler L20","","http://commons.wikimedia.org/wiki/Special:FilePath/Klemm-Daimler%20L20.png",""
"http://www.wikidata.org/entity/Q3400171","Dalby Pouchel","","http://commons.wikimedia.org/wiki/Special:FilePath/Snow%20pouchel.jpg",""
"http://www.wikidata.org/entity/Q3081971","DAR 1","","http://commons.wikimedia.org/wiki/Special:FilePath/DAR1-Plovdiv.jpg",""
"http://www.wikidata.org/entity/Q2622309","Dassault Mirage F2","","http://commons.wikimedia.org/wiki/Special:FilePath/Dassault%20Mirage%20F2.jpg",""
"http://www.wikidata.org/entity/Q3025588","Dewoitine D.332","","http://commons.wikimedia.org/wiki/Special:FilePath/Dewoitine%20D.333%20Cassiop%C3%A9e%20F-ANQB%20Alg%C3%A9rie%201938.jpg",""
"http://www.wikidata.org/entity/Q316716","DFS Habicht","","http://commons.wikimedia.org/wiki/Special:FilePath/DFS%20Habicht%20E.jpg",""
"http://www.wikidata.org/entity/Q316145","DFS Kranich","","http://commons.wikimedia.org/wiki/Special:FilePath/DFS%20Kranich.jpg",""
"http://www.wikidata.org/entity/Q834268","DFS Olympia Meise","","http://commons.wikimedia.org/wiki/Special:FilePath/DFS%20Olympia%20Meise.jpg",""
"http://www.wikidata.org/entity/Q1153354","DFS Weihe","","http://commons.wikimedia.org/wiki/Special:FilePath/Weihe%20DFS%20D-0700%20EDMB%2002%2020050925.jpg",""
"http://www.wikidata.org/entity/Q1208675","Diamond DA62","","http://commons.wikimedia.org/wiki/Special:FilePath/Diamond%20Sky%2C%20ES-KEN%2C%20Diamond%20DA-62%20%2836833726330%29.jpg",""
"http://www.wikidata.org/entity/Q1208684","Diamond HK36 Super Dimona","","http://commons.wikimedia.org/wiki/Special:FilePath/Diamond%20HK.36TTC%20Super%20Dimona%20%E2%80%98LN-GSD%E2%80%99%20%2830126337487%29.jpg",""
"http://www.wikidata.org/entity/Q1245923","Dornier Do 132","","http://commons.wikimedia.org/wiki/Special:FilePath/Do132.jpg",""
"http://www.wikidata.org/entity/Q2599492","Double Eagle II","","http://commons.wikimedia.org/wiki/Special:FilePath/Doubleeagleii.jpg",""
"http://www.wikidata.org/entity/Q1252156","Douglas D-558-1 Skystreak","","http://commons.wikimedia.org/wiki/Special:FilePath/Douglas%20Skystreak%20D-588-I.jpg",""
"http://www.wikidata.org/entity/Q477490","Douglas O-46","","http://commons.wikimedia.org/wiki/Special:FilePath/Douglas%20O-46.jpg",""
"http://www.wikidata.org/entity/Q2741968","Douglas XP-48","","http://commons.wikimedia.org/wiki/Special:FilePath/Douglas%20XP-48%20drawing.jpg",""
"http://www.wikidata.org/entity/Q3038058","Douglas YOA-5","","http://commons.wikimedia.org/wiki/Special:FilePath/Parked%20Douglas%20YB-11.jpg",""
"http://www.wikidata.org/entity/Q1273136","E-Go","","http://commons.wikimedia.org/wiki/Special:FilePath/E-Go%20flying2.jpg",""
"http://www.wikidata.org/entity/Q1310570","Eiri-Avion PIK-20","","http://commons.wikimedia.org/wiki/Special:FilePath/Pik20E%20NASA.jpg",""
"http://www.wikidata.org/entity/Q1356592","Épervier","","http://commons.wikimedia.org/wiki/Special:FilePath/Royal%20Military%20Museum%20Brussels%202007%20187.JPG",""
"http://www.wikidata.org/entity/Q1381633","Evektor EV-55 Outback","","http://commons.wikimedia.org/wiki/Special:FilePath/EV-55-Outback-03.jpg",""
"http://www.wikidata.org/entity/Q1385131","Extra EA-400","","http://commons.wikimedia.org/wiki/Special:FilePath/Extra%20400%20D-EXKG%20on%20runway%20vl.jpg",""
"http://www.wikidata.org/entity/Q3045802","EAA Biplane","","http://commons.wikimedia.org/wiki/Special:FilePath/EAA%20Biplane.jpg",""
"http://www.wikidata.org/entity/Q1022276","F+W C-3605","","http://commons.wikimedia.org/wiki/Special:FilePath/AirExpo%202015%20-%20Schlepp%20%281%29.jpg",""
"http://www.wikidata.org/entity/Q3064548","Fairey Gordon","","http://commons.wikimedia.org/wiki/Special:FilePath/FaireyGordon0443.jpg",""
"http://www.wikidata.org/entity/Q1393200","Fairey Rotodyne","","http://commons.wikimedia.org/wiki/Special:FilePath/SFF%20002-1055526%20Fairey%20Rotodyne.jpg",""
"http://www.wikidata.org/entity/Q1393198","Fairey Spearfish","","http://commons.wikimedia.org/wiki/Special:FilePath/Fairey%20Spearfish.jpg",""
"http://www.wikidata.org/entity/Q3066952","Farman F.50","","http://commons.wikimedia.org/wiki/Special:FilePath/Farman%20f50.jpg",""
"http://www.wikidata.org/entity/Q674899","Fiat G.56","","http://commons.wikimedia.org/wiki/Special:FilePath/Prototype%20van%20de%20Fiat%20G%2056%20Centauro%20met%20Duitse%20emblemen%20op%20een%20onbekend%20vliegveld%202157%20001-042.jpg",""
"http://www.wikidata.org/entity/Q3071279","Fiat R.2","","http://commons.wikimedia.org/wiki/Special:FilePath/Erzurumlu%20Nazif%20airplane.jpg",""
"http://www.wikidata.org/entity/Q555474","Fieseler Fi 157","","http://commons.wikimedia.org/wiki/Special:FilePath/Fieseler%20Fi%20157.jpg",""
"http://www.wikidata.org/entity/Q323418","Fieseler Fi 333","","http://commons.wikimedia.org/wiki/Special:FilePath/Fieseler%20Fi%20333.jpg",""
"http://www.wikidata.org/entity/Q663889","Fieseler Fi 98","","http://commons.wikimedia.org/wiki/Special:FilePath/Fieseler%20Fi%2098.jpg",""
"http://www.wikidata.org/entity/Q1420693","Fisher FP-202 Koala","","http://commons.wikimedia.org/wiki/Special:FilePath/Fisher%20FP-202%20Koala%20D-MKOA.jpg",""
"http://www.wikidata.org/entity/Q1427062","Flanders F.4","","http://commons.wikimedia.org/wiki/Special:FilePath/Flanders-F4-1912.jpg",""
"http://www.wikidata.org/entity/Q613523","Fleetwings BT-12 Sophomore","","http://commons.wikimedia.org/wiki/Special:FilePath/Fleetwings%20XBT-12.jpg",""
"http://www.wikidata.org/entity/Q1428738","Flightstar","","http://commons.wikimedia.org/wiki/Special:FilePath/EAA%20Flightstar%20FS-IISL.jpg",""
"http://www.wikidata.org/entity/Q3555759","Flugan","","http://commons.wikimedia.org/wiki/Special:FilePath/C%20R%20Flugan.jpg",""
"http://www.wikidata.org/entity/Q2108236","FMA I.Ae. 27 Pulqui I","","http://commons.wikimedia.org/wiki/Special:FilePath/FMA%20IAe27.jpg",""
"http://www.wikidata.org/entity/Q616035","FMA I.Ae. 37","","http://commons.wikimedia.org/wiki/Special:FilePath/Ia%2037%20I.jpg",""
"http://www.wikidata.org/entity/Q1389227","FMA IA 36 Cóndor","","http://commons.wikimedia.org/wiki/Special:FilePath/Ia%2036.jpg",""
"http://www.wikidata.org/entity/Q1435039","Focke Rochen","","http://commons.wikimedia.org/wiki/Special:FilePath/Focke%20Rochen%20drawing.png",""
"http://www.wikidata.org/entity/Q1957817","Focke-Wulf Strahlrohrjäger","","http://commons.wikimedia.org/wiki/Special:FilePath/FW%20TA-238%20pic1.JPG",""
"http://www.wikidata.org/entity/Q1389595","FSS-100","","http://commons.wikimedia.org/wiki/Special:FilePath/FSS-100%20Tourist.svg",""
"http://www.wikidata.org/entity/Q3090937","Funk B","","http://commons.wikimedia.org/wiki/Special:FilePath/Funk%20Model%20B-85-C%20Bee.jpg",""
"http://www.wikidata.org/entity/Q1475612","Future Strategic Tanker Aircraft","","http://commons.wikimedia.org/wiki/Special:FilePath/Royal%20Air%20Force%20Airbus%20A330-243.jpg",""
"http://www.wikidata.org/entity/Q1543269","Gee Bee Model Z Super Sportster","","http://commons.wikimedia.org/wiki/Special:FilePath/Gee%20Bee%20Model%20Z%20Reproduction.jpg",""
"http://www.wikidata.org/entity/Q3100491","General Aircraft Hotspur","","http://commons.wikimedia.org/wiki/Special:FilePath/Aircraft%20of%20the%20Royal%20Air%20Force%201939-1945-%20General%20Aircraft%20Gal.48%20Hotspur.%20CH6030.jpg",""
"http://www.wikidata.org/entity/Q2936990","Giles G-202","","http://commons.wikimedia.org/wiki/Special:FilePath/Giles%20G-202.jpg",""
"http://www.wikidata.org/entity/Q747706","GippsAero GA8 Airvan","","http://commons.wikimedia.org/wiki/Special:FilePath/Gippsland%20GA-8%20%281911046467%29.jpg",""
"http://www.wikidata.org/entity/Q1153378","Glaser-Dirks DG-400","","http://commons.wikimedia.org/wiki/Special:FilePath/Glaser-Dirks%20DG-400%20AN1953926.jpg",""
"http://www.wikidata.org/entity/Q1529454","Glasflügel 303","","http://commons.wikimedia.org/wiki/Special:FilePath/Glasfl%C3%BCgel%20303%20hl%20D-7489.jpg",""
"http://www.wikidata.org/entity/Q1529460","Glasflügel BS-1","","http://commons.wikimedia.org/wiki/Special:FilePath/Glasfluegel%20BS-1%20D-9415.jpg",""
"http://www.wikidata.org/entity/Q1453867","Glasflügel H-101","","http://commons.wikimedia.org/wiki/Special:FilePath/H101%20Salto.jpg",""
"http://www.wikidata.org/entity/Q3487854","Gloster E.1/44","","http://commons.wikimedia.org/wiki/Special:FilePath/Gloster%20E1-44%202.jpg",""
"http://www.wikidata.org/entity/Q950396","Gloster F.5/34","","http://commons.wikimedia.org/wiki/Special:FilePath/15%20Gloster%20F.5-34%20Fighter%20Bristol%20Mercury%20IX%20%2815812158196%29.jpg",""
"http://www.wikidata.org/entity/Q1648061","Gloster Sparrowhawk","","http://commons.wikimedia.org/wiki/Special:FilePath/Sparrowhawk%20in%20Japan.jpg",""
"http://www.wikidata.org/entity/Q3324436","Gourdou-Leseurre GL.2","","http://commons.wikimedia.org/wiki/Special:FilePath/Gourdou%20Leseurre%20GL.22%202006-06-15.jpg",""
"http://www.wikidata.org/entity/Q3111704","Gourdou-Leseurre GL.30","","http://commons.wikimedia.org/wiki/Special:FilePath/Gourdou-Leseurre%20GL-32%20Spanish%20Republican%20AF.jpg",""
"http://www.wikidata.org/entity/Q2484966","Government Factories Type 213 Vihor","","http://commons.wikimedia.org/wiki/Special:FilePath/BAM-44-Utva%20213-3%20Vihor.jpg",""
"http://www.wikidata.org/entity/Q671321","Grob G 115","","http://commons.wikimedia.org/wiki/Special:FilePath/Grob%20G%20115E%20EA-3.JPG",""
"http://www.wikidata.org/entity/Q645535","Grob G180 SPn","","http://commons.wikimedia.org/wiki/Special:FilePath/Grob%20Aircraft%20SPn%20D-CSPN.jpg",""
"http://www.wikidata.org/entity/Q1547179","Grob Strato 2C","","http://commons.wikimedia.org/wiki/Special:FilePath/Grob%20G%20850%20Strato%202C%20D-CDLR%20in%202012.jpg",""
"http://www.wikidata.org/entity/Q2877369","Gulfstream G100","","http://commons.wikimedia.org/wiki/Special:FilePath/Gulfstream%20Aerospace%20G150%20-%20JBM.jpg",""
"http://www.wikidata.org/entity/Q618089","Hafner Rotabuggy","","http://commons.wikimedia.org/wiki/Special:FilePath/Rotabuggy.jpg",""
"http://www.wikidata.org/entity/Q1575071","Handley Page Manx","","http://commons.wikimedia.org/wiki/Special:FilePath/Handley%20Page%20H.P.75%20Manx.jpg",""
"http://www.wikidata.org/entity/Q3324445","Hanriot HD.32","","http://commons.wikimedia.org/wiki/Special:FilePath/Hanriot%20HD.32%200%20002.jpg",""
"http://www.wikidata.org/entity/Q561242","Hansa-Brandenburg C.I","","http://commons.wikimedia.org/wiki/Special:FilePath/Hansa%20Brandenburg%20C.I.jpg",""
"http://www.wikidata.org/entity/Q957634","Harlow PC-5","","http://commons.wikimedia.org/wiki/Special:FilePath/Harlow%20PC-5A.jpg",""
"http://www.wikidata.org/entity/Q3127500","Harlow PJC-2","","http://commons.wikimedia.org/wiki/Special:FilePath/Harlow%20PJC-2%20N54KC.JPG",""
"http://www.wikidata.org/entity/Q1512252","Hawker 4000","","http://commons.wikimedia.org/wiki/Special:FilePath/Untitled%20Hawker%20Beechcraft%204000%3B%20N223AF%40ZRH%3B08.06.2013%20%288990249519%29.jpg",""
"http://www.wikidata.org/entity/Q662343","Hawker Hornbill","","http://commons.wikimedia.org/wiki/Special:FilePath/Hawker%20Hornbill%20flying.png",""
"http://www.wikidata.org/entity/Q736636","Hawker P.1081","","http://commons.wikimedia.org/wiki/Special:FilePath/Hawker%20P.1081%20in%20flight%201950.jpg",""
"http://www.wikidata.org/entity/Q1957255","Hawker Siddeley HS.141","","http://commons.wikimedia.org/wiki/Special:FilePath/Hawker%20Siddeley%20HS.141%20DHHC.JPG",""
"http://www.wikidata.org/entity/Q288468","Hawker Woodcock","","http://commons.wikimedia.org/wiki/Special:FilePath/Hawker%20woodcock.jpg",""
"http://www.wikidata.org/entity/Q704025","Heinkel He 176","","http://commons.wikimedia.org/wiki/Special:FilePath/Heinkel%20he%20176%20san%20diego%20air%20and%20space%20museum.jpg",""
"http://www.wikidata.org/entity/Q1596280","Heinkel HE 58","","http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20102-10309%2C%20Katapult-Flugzeug%20des%20Dampfers%20%22Europa%22.jpg",""
"http://www.wikidata.org/entity/Q2009036","Henschel Hs 298","","http://commons.wikimedia.org/wiki/Special:FilePath/Henschel%20Hs%20298.jpg",""
"http://www.wikidata.org/entity/Q450482","HeS 3","","http://commons.wikimedia.org/wiki/Special:FilePath/HeS%203%20Turbojet.jpg",""
"http://www.wikidata.org/entity/Q2531951","HESA Shafaq","","http://commons.wikimedia.org/wiki/Special:FilePath/ShafaqFighter.png",""
"http://www.wikidata.org/entity/Q3566214","Hewitt-Sperry Automatic Airplane","","http://commons.wikimedia.org/wiki/Special:FilePath/Hewitt-Sperry%20Automatic%20Airplane%201918.jpg",""
"http://www.wikidata.org/entity/Q2457885","High Alpha Research Vehicle","","http://commons.wikimedia.org/wiki/Special:FilePath/FA18%20LEX.jpg",""
