"painting","paintingLabel","artist","artistLabel","year","image","article","artistArticle"
"http://www.wikidata.org/entity/Q97098744","1824. Økeren.","http://www.wikidata.org/entity/Q18851358","Mathias Wilhelm Eckhoff","1824-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Mathias%20Wilhelm%20Eckhoff%20-%201824.%20%C3%98keren.%20-%201824%20-%20Oslo%20Museum%20-%20OB.01419.jpg","","https://no.wikipedia.org/wiki/Mathias_Wilhelm_Eckhoff"
"http://www.wikidata.org/entity/Q55424762","A Forest Road with an Altar","http://www.wikidata.org/entity/Q1969461","Thomas Fearnley","1830-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Fearnley%20-%20A%20Forest%20Road%20with%20an%20Altar%20-%20NG.M.00455a%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/Thomas_Fearnley"
"http://www.wikidata.org/entity/Q53314787","A Forester`s Cottage","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1800-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/I.%20C.%20Dahl%20-%20Skovriderg%C3%A5rden%20Skovlyst%20ved%20Hiller%C3%B8d.%201812%E2%80%9313.png","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q55421211","A Potter's Workshop","http://www.wikidata.org/entity/Q365544","Adolph Tidemand","1835-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Adolph%20Tidemand%20-%20Painting%20-%20NG.M.00302-027%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/Adolph_Tidemand"
"http://www.wikidata.org/entity/Q57921980","A ruin in the neighborhood of Castel Mare","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1828-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Clausen%20Dahl%20-%20A%20ruin%20in%20the%20neighborhood%20of%20Castel%20Mare%20%281828%29.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q20428378","A Seascape. The coast of the Island of Rügen in Evening Light","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1818-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/JC%20Dahl%2C%20Et%20s%C3%B8stykke%20Kysterne%20af%20R%C3%BCgen%20set%20i%20aftenr%C3%B8den%20efter%20en%20stormfuld%20dag%2C%201818%2C%20KMS6852%2C%20Statens%20Museum%20for%20Kunst.jpg","https://no.wikipedia.org/wiki/%C2%ABEt_s%C3%B8stykke._Kysterne_af_R%C3%BCgen_set_i_aftenr%C3%B8den_efter_en_stormfuld_dag%C2%BB","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q20355423","A Shipwreck on the Coast of Norway","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1830-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/JC%20Dahl%2C%20Et%20skibbrud%20ved%20den%20norske%20kyst%2C%20%2C%20KMS216%2C%20Statens%20Museum%20for%20Kunst.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q21993927","A Steamer near Fredriksvern","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1834-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20A%20Steamer%20near%20Fredriksvern%20%28Stavern%29%20-%20NG.M.00426-015%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q55424038","A Terrace in Amalfi in Moonlight","http://www.wikidata.org/entity/Q1969461","Thomas Fearnley","1834-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Fearnley%20-%20A%20Terrace%20in%20Amalfi%20in%20Moonlight%20-%20Google%20Art%20Project.jpg","","https://no.wikipedia.org/wiki/Thomas_Fearnley"
"http://www.wikidata.org/entity/Q55428783","A vaulted Hall in the Scharfenberg Castle near Dresden","http://www.wikidata.org/entity/Q1969461","Thomas Fearnley","1829-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Fearnley%20-%20A%20vaulted%20Hall%20in%20the%20Scharfenberg%20Castle%20near%20Dresden%20-%20NG.M.01633%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/Thomas_Fearnley"
"http://www.wikidata.org/entity/Q55412398","A Waterfall","http://www.wikidata.org/entity/Q1508306","Knud Baade","1833-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Knud%20Baade%20-%20A%20Waterfall%20-%20NG.M.02649%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/Knud_Baade"
"http://www.wikidata.org/entity/Q55421948","A Waterspout on the Bay of Naples","http://www.wikidata.org/entity/Q1969461","Thomas Fearnley","1833-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Fearnley%20-%20A%20Waterspout%20on%20the%20Bay%20of%20Naples%20-%20NG.M.00502%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/Thomas_Fearnley"
"http://www.wikidata.org/entity/Q114121275","Abraham Pihl","http://www.wikidata.org/entity/Q2610236","Johannes Flintoe","1816-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Abraham%20Pihl%20portrait%20Vang%20%28cropped%29.JPG","","https://no.wikipedia.org/wiki/Johannes_Flintoe"
"http://www.wikidata.org/entity/Q21993527","Aftenstemning fra Dresdens omegn","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1825-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Claussen%20Dahl%20-%20Aftenstemning%20fra%20Dresdens%20omegn%20%281825%29.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q53759255","Alpint landskap","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1821-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/1821%20Dahl%20Alpenlandschaft%20anagoria.JPG","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q78637988","An Eruption of Vesuvius","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1824-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20An%20Eruption%20of%20Vesuvius%20-%202019.167.1%20-%20Metropolitan%20Museum%20of%20Art.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q55416103","An Eruption of Vesuvius. Copy after J. C. Dahl","http://www.wikidata.org/entity/Q5601154","Jacob Calmeyer","1825-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Jacob%20Calmeyer%20-%20An%20Eruption%20of%20Vesuvius.%20Copy%20after%20J.%20C.%20Dahl%20-%20Vesuv%20i%20utbrudd.%20Kopi%20etter%20J.C.%20Dahl%20-%20WGA05884.jpg","","https://no.wikipedia.org/wiki/Jacob_Calmeyer"
"http://www.wikidata.org/entity/Q53701446","An Outhabour near Moss","http://www.wikidata.org/entity/Q1805976","Jacob Munch","1828-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Jacob%20Munch%20-%20An%20Outhabour%20near%20Moss%20-%20NG.M.04205%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/Jacob_Munch"
"http://www.wikidata.org/entity/Q76153977","Anna Schjelderup Jenssen b. Dorenfeldt","http://www.wikidata.org/entity/Q6514975","Mathias Stoltenberg","1836-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Anna%20Schjelderup%20Jenssen%20f.%20Dorenfeldt%20%281763%20-%201846%29%20%282741548819%29.jpg","","https://no.wikipedia.org/wiki/Matthias_Stoltenberg"
"http://www.wikidata.org/entity/Q114289719","Anne Marie Unger","http://www.wikidata.org/entity/Q2610236","Johannes Flintoe","1831-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Flintoe%20-%20Anne%20Marie%20Unger%20-%20Norsk%20portrettarkiv%20-%20Riksantikvaren%20-%20U000023%20%28cropped%29.jpg","","https://no.wikipedia.org/wiki/Johannes_Flintoe"
"http://www.wikidata.org/entity/Q43220351","Arco naturale, Capri","http://www.wikidata.org/entity/Q1969461","Thomas Fearnley","1833-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Fearnley%20-%20Arco%20Naturale%2C%20Capri%20-%20Nationalmuseum%20-%20NM%207281%20%28cropped%29.jpg","","https://no.wikipedia.org/wiki/Thomas_Fearnley"
"http://www.wikidata.org/entity/Q55425085","At the Bank, Winkel in Switzerland","http://www.wikidata.org/entity/Q1969461","Thomas Fearnley","1835-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Fearnley%20-%20At%20the%20Bank%2C%20Winkel%20in%20Switzerland%20-%20NG.M.01873%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/Thomas_Fearnley"
"http://www.wikidata.org/entity/Q57885820","Avaldsnes seen from the Sea","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1834-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20Avaldsnes%20seen%20from%20the%20Sea%20-%20Avaldsnes%20kirke%20-%20KODE%20Art%20Museums%20and%20Composer%20Homes%20-%20BB.M.00721.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q55423407","Beach near Posillipo","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1821-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20Beach%20near%20Posillipo%20-%20NG.M.00372%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q21986820","Beech Tree in Autumn","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1814-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20Buche%20im%20Herbst%20-%20ZKG.2018-0002%20-%20Kunsthaus%20Z%C3%BCrich.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q56676207","Bergen seen from Kronstad","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1810-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20Bergen%20seen%20from%20Kronstad%20-%20Utsikt%20over%20Bergen%20fra%20M%C3%B8llendal%20-%20KODE%20Art%20Museums%20and%20Composer%20Homes%20-%20BB.M.00397.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q22082909","Bergen Seen from Møllendal","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1809-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/%27From%20M%C3%B8llendal%2C%20Bergen%27%20by%20Johan%20Christian%20Dahl%2C%20Bergen%20Kunstmuseum.JPG","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q119790493","Bergen seen from Natlandshøyden","http://www.wikidata.org/entity/Q1969461","Thomas Fearnley","1832-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Fearnley%20-%20Bergen%20seen%20from%20Natlandsh%C3%B8yden%20-%20LKM.000073%20-%20Lillehammer%20Kunstmuseum.jpg","","https://no.wikipedia.org/wiki/Thomas_Fearnley"
"http://www.wikidata.org/entity/Q55421653","Bergen seen from the northern Inlet","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1836-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20Bergen%20seen%20from%20the%20northern%20Inlet%20-%20NG.M.01624%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q113625537","Bergen viewed from Kronstad","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1810-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20Bergen%20viewed%20from%20Kronstad.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q55416535","Biskop Bech","http://www.wikidata.org/entity/Q1805976","Jacob Munch","1820-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Jacob%20Munch%20-%20Biskop%20Bech%20-%20NMK.2009.0003%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/Jacob_Munch"
"http://www.wikidata.org/entity/Q20469780","Bjerglandskab med en bro","http://www.wikidata.org/entity/Q820693","Heinrich August Grosch","1808-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Heinrich%20Grosch%20-%20Bjerglandskab%20med%20en%20bro%20-%20KMS1296%20-%20Statens%20Museum%20for%20Kunst.jpg","","https://no.wikipedia.org/wiki/Heinrich_August_Grosch"
"http://www.wikidata.org/entity/Q20470232","Bjerglandskab med ruiner","http://www.wikidata.org/entity/Q820693","Heinrich August Grosch","1807-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Heinrich%20Grosch%20-%20Bjerglandskab%20med%20ruiner%20-%20KMS1295%20-%20Statens%20Museum%20for%20Kunst.jpg","","https://no.wikipedia.org/wiki/Heinrich_August_Grosch"
"http://www.wikidata.org/entity/Q110473132","Blick von Pimonte auf die Bucht von Neapel","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1821-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Dahl%20Joh.%20Chr.%20View%20from%20Pimonte%20of%20Neapel%40Kunsthalle%20Hamburg.JPG","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q111646269","Boat in southern rocky bay","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1821-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johann%20Christian%20Clausen%20Dahl%20%281788-1857%29%20-%20Fischer%20im%20Boot%20-%202608%20-%20F%C3%BChrermuseum.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q56867474","Boats on the Beach near Naples","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1821-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20Boats%20on%20the%20Beach%20near%20Naples%20-%20Vesuv%20i%20utbrudd%20-%20KODE%20Art%20Museums%20and%20Composer%20Homes%20-%20BB.M.00335.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q56365095","Bogstad gård, after Erik Pauelsen","http://www.wikidata.org/entity/Q13426743","Frederik Petersen","1800-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Frederik%20Petersen%2C%20kopi%20etter%20Erik%20Pauelsen%20-%20Bogstad%20g%C3%A5rd%20-%20Oslo%20Museum%20-%20OB.01002.jpg","","https://no.wikipedia.org/wiki/Frederik_Petersen"
"http://www.wikidata.org/entity/Q114316384","Bolette Christine Munthe","http://www.wikidata.org/entity/Q2610236","Johannes Flintoe","1819-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Flintoe%20-%20Bolette%20Christine%20Munthe%20-%20Norsk%20portrettarkiv%20-%20Riksantikvaren%20-%20M000505.jpg","","https://no.wikipedia.org/wiki/Johannes_Flintoe"
"http://www.wikidata.org/entity/Q55412446","Borgund Stave Church in Lærdal","http://www.wikidata.org/entity/Q1508306","Knud Baade","1833-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Knud%20Baade%20-%20Borgund%20Stave%20Church%20in%20L%C3%A6rdal%20-%20NG.M.02643%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/Knud_Baade"
"http://www.wikidata.org/entity/Q55422602","Boy on a Donkey","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1820-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20Boy%20on%20a%20Donkey%20-%20NG.M.03470%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q20440984","Broen over Tryggevælde å med udsigt til Køge","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1815-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Broen%20over%20Tryggev%C3%A6lde%20%C3%85%20med%20udsigt%20til%20K%C3%B8ge%20%28I.%20C.%20Dahl%29.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q21981562","Bugten ved Napoli set fra en grotte","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1821-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Bugten%20ved%20Napoli%20set%20fra%20en%20grotte.JPG","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q82455655","Christian Ancher Collett","http://www.wikidata.org/entity/Q1805976","Jacob Munch","1820-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Jacob%20Munch%20-%20Christian%20Ancher%20Collett%20-%20Norsk%20portrettarkiv%20-%20Riksantikvaren%20-%20C000250%20%28cropped%29.jpg","","https://no.wikipedia.org/wiki/Jacob_Munch"
"http://www.wikidata.org/entity/Q138509240","Christian Petersen","http://www.wikidata.org/entity/Q10836181","Mathias Blumenthal","1800-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Mathias%20Blumenthal%20-%20Christian%20Petersen%20-%20Norsk%20Portrettarkiv%2C%20Riksantikvaren%20-%20P000085%20%28cropped%29.jpg","","https://no.wikipedia.org/wiki/Mathias_Blumenthal"
"http://www.wikidata.org/entity/Q24574638","Christiania fra St. Hanshaugen","http://www.wikidata.org/entity/Q11968717","Ferdinand Jonas Gjøs","1830-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Christiania%20fra%20St.%20Hanshaugen%20JWC.104.jpg","","https://no.wikipedia.org/wiki/Ferdinand_Jonas_Gj%C3%B8s"
"http://www.wikidata.org/entity/Q56816513","Cliffs of Møn","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1826-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20Cliffs%20on%20M%C3%B8n%20-%20Fra%20M%C3%B8n%20-%20KODE%20Art%20Museums%20and%20Composer%20Homes%20-%20BB.M.00538.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q119722243","Cloud Study","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1834-04-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20Cloud%20Study%20-%20LKM.000484%20-%20Lillehammer%20Kunstmuseum%20%28cropped%29.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q55424863","Cloud Study over Red Roofs","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1831-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20Cloud%20Study%20over%20Red%20Roofs%20in%20Neustadt%20-%20NG.M.00426-041%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q55425685","Cloud Study over the Elbe with Poplars","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1832-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20Cloud%20Study%20over%20the%20Elbe%20with%20Poplars%20-%20NG.M.01530%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q55421541","Clouds in the Evening","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1823-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20Clouds%20in%20the%20Evening%20-%20NG.M.00426-008%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q55424845","Clouds over a Building with a Tower","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1822-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20Clouds%20over%20a%20Building%20with%20a%20Tower%20-%20NG.M.00426-033%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q55425691","Clouds over ploughed Land","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1820-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20Clouds%20over%20ploughed%20Land%20-%20NG.M.01196%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q55424852","Clouds over Village with Poplars","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1836-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20Clouds%20over%20Village%20with%20Poplars%20-%20NG.M.00426-039%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q55425109","Coast near Posillipo","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1821-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20Coast%20near%20Posillipo%20-%20NG.M.01904%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q26492673","Coast scene, possibly Capri","http://www.wikidata.org/entity/Q1969461","Thomas Fearnley","1833-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Fearnley%20-%20Coast%20scene%2C%20possibly%20Capri.jpg","","https://no.wikipedia.org/wiki/Thomas_Fearnley"
"http://www.wikidata.org/entity/Q56755558","Coastal Landscape with a Round Tower","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1823-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20Coastal%20Landscape%20with%20a%20round%20Tower%20-%20Kystbilde%20-%20KODE%20Art%20Museums%20and%20Composer%20Homes%20-%20BB.M.00457.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q55423194","Coastal Landscape with Rocks","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1813-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20Coastal%20Landscape%20with%20Rocks%20-%20NG.M.01658%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q24704472","Copenhagen Harbour in Moonlight","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1830-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Dahl%2C%20Der%20Kopenhagener%20Hafen%20im%20Mondschein%2C%201831.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q55416895","Copy after Philippe de Champaigne's portrait of Robert Arnaud d'Andilly...","http://www.wikidata.org/entity/Q1805976","Jacob Munch","1808-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Jacob%20Munch%20-%20Portrait%20of%20a%20Man.%20After%20Philippe%20de%20Champaigne%2C%20Louvre%20-%20NG.M.00037%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/Jacob_Munch"
"http://www.wikidata.org/entity/Q55423000","Copy of an Italian Landscape by Jan Both","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1816-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20Copy%20of%20an%20Italian%20Landscape%20by%20Jan%20Both%20-%20NG.M.00765%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q55421985","Copy of Landscape by M. Hobbema","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1812-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20Copy%20of%20Landscape%20by%20M.%20Hobbema%20-%20NG.M.00750%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q55421903","Copy of Landscape by M. Hobbema (Nasjonalmuseet, NG.M.00708)","http://www.wikidata.org/entity/Q164735","Johan Christian Dahl","1812-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Christian%20Dahl%20-%20Copy%20of%20Landscape%20by%20M.%20Hobbema%20-%20NG.M.00708%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/J.C._Dahl"
"http://www.wikidata.org/entity/Q53700557","Coronation of Carl XIV Johan of Norway and Sweden in Nidaros Cathedral 1818.","http://www.wikidata.org/entity/Q1805976","Jacob Munch","1822-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Jacob%20Munch%20-%20Carl%20XIV%20Johans%20kroning%20i%20Trondheim%20Domkirke%207.%20september%201818.jpg","","https://no.wikipedia.org/wiki/Jacob_Munch"
"http://www.wikidata.org/entity/Q55422769","Cottage in the Wood","http://www.wikidata.org/entity/Q1969461","Thomas Fearnley","1822-01-01T00:00:00Z","http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Fearnley%20-%20Cottage%20in%20the%20Wood%20-%20NG.M.00501%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg","","https://no.wikipedia.org/wiki/Thomas_Fearnley"
